Rank,Player_ID,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Live_Touches,TakeOns_Att,TakeOns_Succ,TakeOns_Succ%,Tkld_TakeOns ,Tkld_TakeOns%,Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_into_finalthird,Carries_into_PA,Miscontrolled,Dispossessed,Passes_received,Prog_passes_received
2369,2369,András Schäfer (Union Berlin),HUN,MF,Union Berlin,Bundesliga,24,1999,13.5,58,51,61,60,75,75,58,88,85,38,90,73,53,56,54,80,76,86,82,81,55,75
2370,2370,Fabian Schär (Newcastle Utd),SUI,DF,Newcastle Utd,Premier League,31,1991,33.9,99,96,99,96,56,77,99,65,73,76,60,33,98,98,99,72,89,36,60,66,98,48
2371,2371,Patrik Schick (Leverkusen),CZE,FW,Leverkusen,Bundesliga,27,1996,11.8,37,29,18,38,67,93,37,69,58,18,75,79,36,32,27,37,32,68,69,76,42,80
2372,2372,Stefan Schimmer (Heidenheim),GER,"MF,FW",Heidenheim,Bundesliga,29,1994,1.7,18,19,16,21,33,39,18,16,0,0,23,95,15,11,10,17,0,0,34,40,17,40
2373,2373,Xaver Schlager (RB Leipzig),AUT,MF,RB Leipzig,Bundesliga,25,1997,27.5,95,68,78,99,79,53,95,76,83,77,60,16,96,96,98,94,92,49,80,88,96,65
2374,2374,Keven Schlotterbeck (Bochum),GER,DF,Bochum,Bundesliga,26,1997,24.3,81,91,89,78,50,88,81,42,51,89,33,16,68,60,66,42,32,49,49,0,69,44
2375,2375,Nico Schlotterbeck (Dortmund),GER,DF,Dortmund,Bundesliga,23,1999,31.8,100,95,99,99,58,77,100,58,58,50,57,43,99,99,100,89,89,49,63,35,99,40
2376,2376,Jeffrey Schlupp (Crystal Palace),GHA,"FW,MF",Crystal Palace,Premier League,30,1992,15,46,49,49,51,63,67,46,83,80,36,85,61,45,43,43,62,49,73,87,85,46,68
2377,2377,Romano Schmid (Werder Bremen),AUT,"MF,FW",Werder Bremen,Bundesliga,23,2000,28.9,87,57,67,89,95,88,87,98,96,26,99,76,90,90,91,95,98,93,99,99,90,94
2378,2378,Kenneth Schmidt (Freiburg),GER,DF,Freiburg,Bundesliga,21,2002,0.8,15,21,21,22,16,0,15,0,0,0,0,0,14,13,10,23,0,0,0,21,13,25
2379,2379,Niklas Schmidt (Toulouse),GER,MF,Toulouse,Ligue 1,25,1998,14.1,66,59,59,78,70,49,66,63,67,70,63,52,79,76,71,62,77,36,62,58,72,64
2380,2380,Benno Schmitz (Köln),GER,DF,Köln,Bundesliga,28,1994,12.8,60,61,65,64,71,43,60,54,47,24,57,61,50,46,50,71,71,49,34,0,54,66
2381,2381,Fabian Schnellhardt (Darmstadt 98),GER,MF,Darmstadt 98,Bundesliga,29,1994,2.6,27,27,30,35,35,21,27,23,21,54,23,61,26,27,29,34,32,0,20,28,28,37
2382,2382,Jan Schöppner (Heidenheim),GER,MF,Heidenheim,Bundesliga,24,1999,22.2,65,77,73,71,62,75,65,67,67,51,68,58,51,49,47,56,51,64,79,70,53,58
2383,2383,Marcel Schuhen (Darmstadt 98),GER,GK,Darmstadt 98,Bundesliga,30,1993,31,87,100,100,24,0,0,87,16,21,93,0,0,86,84,90,0,0,0,0,0,76,0
2384,2384,Perr Schuurs (Torino),NED,DF,Torino,Serie A,23,1999,8.6,44,63,67,49,30,34,44,23,30,93,0,0,45,41,41,42,39,0,42,45,43,27
2385,2385,Marvin Schwäbe (Köln),GER,GK,Köln,Bundesliga,28,1995,34,82,99,99,23,0,0,82,0,0,0,0,0,83,80,89,0,0,0,0,0,80,0
2386,2386,Alexander Schwolow (Union Berlin),GER,GK,Union Berlin,Bundesliga,31,1992,1,12,60,30,0,0,0,12,0,0,0,0,0,8,9,11,0,0,0,0,0,11,0
2387,2387,Alex Scott (Bournemouth),ENG,MF,Bournemouth,Premier League,19,2003,11.3,50,58,51,56,68,69,50,80,73,24,85,76,49,56,58,68,70,83,60,63,48,59
2388,2388,Simone Scuffet (Cagliari),ITA,GK,Cagliari,Serie A,27,1996,31,68,98,95,8,0,0,68,0,0,0,0,0,57,59,67,0,0,0,0,0,47,0
2389,2389,Jérémy Sebas (Strasbourg),MTQ,"FW,MF",Strasbourg,Ligue 1,20,2003,4.4,22,21,18,25,42,49,22,60,64,71,60,50,26,32,31,50,47,76,42,55,24,62
2390,2390,Manuel Sebastián (Sevilla),ESP,MF,Sevilla,La Liga,19,2004,1.3,16,15,24,22,21,0,16,23,21,54,23,61,16,15,16,17,24,0,36,21,18,15
2391,2391,Demba Seck (Torino),SEN,MF,Torino,Serie A,22,2001,4.7,25,10,16,29,46,52,25,63,55,23,60,39,28,38,40,66,68,83,53,60,28,53
2392,2392,Demba Seck (Frosinone),SEN,"FW,MF",Frosinone,Serie A,22,2001,3.3,24,10,16,28,42,47,24,52,43,16,57,75,24,29,30,46,47,73,36,35,25,51
2393,2393,Aleksandar Sedlar (Alavés),SRB,DF,Alavés,La Liga,31,1991,10.5,44,77,71,46,23,32,44,27,30,83,0,0,41,44,48,34,32,0,24,28,41,15
2394,2394,Alidu Seidu (Rennes),GHA,DF,Rennes,Ligue 1,23,2000,6.6,42,50,51,47,50,21,42,49,51,69,40,19,45,51,49,52,62,36,47,35,41,52
2395,2395,Alidu Seidu (Clermont Foot),GHA,DF,Clermont Foot,Ligue 1,23,2000,12.6,63,75,77,72,37,16,63,69,67,43,71,59,74,80,76,56,64,0,51,48,63,25
2396,2396,Nicolas Seiwald (RB Leipzig),AUT,MF,RB Leipzig,Bundesliga,22,2001,8,43,52,57,54,32,21,43,37,43,83,33,25,41,35,35,27,39,0,20,55,42,27
2397,2397,Nikola Sekulov (Juventus),ITA,FW,Juventus,Serie A,21,2002,0.1,1,0,0,5,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,15
2398,2398,Davie Selke (Köln),GER,FW,Köln,Bundesliga,28,1995,14.1,37,51,29,43,56,87,37,51,51,54,54,61,34,29,26,42,29,68,65,66,40,65
2399,2399,Matz Sels (Nott'ham Forest),BEL,GK,Nott'ham Forest,Premier League,31,1992,16,40,96,80,10,0,0,40,0,0,0,0,0,39,39,44,0,0,0,0,0,33,0
2400,2400,Matz Sels (Strasbourg),BEL,GK,Strasbourg,Ligue 1,31,1992,19,53,97,89,12,0,0,53,0,0,0,0,0,59,59,62,0,0,0,0,0,46,0
2401,2401,Nélson Semedo (Wolves),POR,"DF,MF",Wolves,Premier League,29,1993,34.3,97,86,92,94,93,76,97,96,98,73,91,24,95,97,98,98,97,88,94,94,95,92
2402,2402,Vivaldo Semedo (Udinese),POR,FW,Udinese,Serie A,18,2005,0.1,2,0,0,5,9,16,2,0,0,0,0,0,3,2,3,17,0,36,13,28,3,0
2403,2403,Antoine Semenyo (Bournemouth),GHA,FW,Bournemouth,Premier League,23,2000,23.4,69,57,54,64,93,97,69,98,98,41,98,57,71,88,86,97,93,98,95,99,72,96
2404,2404,Marvin Senaya (Strasbourg),TOG,"DF,MF",Strasbourg,Ligue 1,22,2001,23.8,84,78,82,84,81,67,84,94,91,27,94,60,85,90,86,86,90,73,84,66,79,78
2405,2405,Marcos Senesi (Bournemouth),ARG,DF,Bournemouth,Premier League,26,1997,24.9,88,90,92,87,54,58,88,63,67,70,60,39,87,86,93,75,84,58,63,63,85,27
2406,2406,Stefano Sensi (Inter),ITA,MF,Inter,Serie A,27,1995,0.5,15,10,13,24,20,0,15,16,21,93,0,0,14,16,17,27,24,0,13,21,17,27
2407,2407,Suat Serdar (Hellas Verona),GER,MF,Hellas Verona,Serie A,26,1997,18.4,60,63,60,72,59,60,60,78,82,67,75,43,54,52,48,62,60,58,66,68,52,60
2408,2408,Benjamin Šeško (RB Leipzig),SVN,FW,RB Leipzig,Bundesliga,20,2003,17,46,57,38,47,73,93,46,79,80,52,78,54,44,42,41,63,56,89,80,95,50,83
2409,2409,Kevin Sessa (Heidenheim),GER,"MF,FW",Heidenheim,Bundesliga,23,2000,11.2,49,50,52,55,64,69,49,70,70,48,71,55,47,52,56,73,70,73,71,48,48,67
2410,2410,Aaron Seydel (Darmstadt 98),GER,FW,Darmstadt 98,Bundesliga,27,1996,6.9,33,39,21,39,54,71,33,49,37,13,57,87,29,24,19,37,29,58,73,66,36,59
2411,2411,Andres Sfait (Salernitana),ROU,"DF,MF",Salernitana,Serie A,18,2004,0.3,5,0,7,5,15,0,5,16,0,0,23,95,4,5,8,17,0,0,0,0,4,21
2412,2412,Stephan El Shaarawy (Roma),ITA,"FW,DF",Roma,Serie A,30,1992,19.3,61,54,57,64,81,86,61,89,87,34,90,61,66,72,70,85,80,93,74,76,67,90
2413,2413,Luke Shaw (Manchester Utd),ENG,DF,Manchester Utd,Premier League,28,1995,10.7,57,78,71,59,58,45,57,49,55,81,45,33,54,51,50,44,51,36,53,48,54,56
2414,2414,James Shea (Luton Town),ENG,GK,Luton Town,Premier League,32,1991,0.2,6,31,16,0,0,0,6,0,0,0,0,0,3,6,9,0,0,0,0,0,3,0
2415,2415,Eldor Shomurodov (Cagliari),UZB,"FW,MF",Cagliari,Serie A,28,1995,10.4,38,21,28,42,61,81,38,72,64,24,78,80,36,38,32,48,56,76,90,80,39,68
2416,2416,Steven Shpendi (Empoli),ALB,"FW,MF",Empoli,Serie A,20,2003,4.6,22,0,13,28,38,58,22,42,30,10,50,86,24,21,17,27,18,49,65,58,24,58
2417,2417,Sofiane Sidi Ali (Marseille),FRA,MF,Marseille,Ligue 1,28,1995,0.2,8,0,6,13,18,21,8,27,0,0,40,95,9,9,7,0,0,0,13,28,8,25
2418,2418,Vincent Sierro (Toulouse),SUI,MF,Toulouse,Ligue 1,27,1995,25.1,87,71,74,91,87,62,87,74,80,73,68,34,92,90,83,58,77,64,80,86,88,76
2419,2419,Tim Siersleben (Heidenheim),GER,DF,Heidenheim,Bundesliga,23,2000,10.1,53,71,77,57,21,32,53,23,0,0,33,95,51,57,66,48,32,0,36,28,56,15
2420,2420,Kiliann Sildillia (Freiburg),FRA,DF,Freiburg,Bundesliga,21,2002,20.1,83,84,83,85,73,60,83,78,78,50,80,61,78,79,76,65,68,36,71,60,77,70
2421,2421,André Silva (Real Sociedad),POR,FW,Real Sociedad,La Liga,27,1995,8.1,30,19,17,34,54,65,30,67,51,12,78,92,30,30,27,32,36,64,60,78,32,65
2422,2422,Bernardo Silva (Manchester City),POR,"MF,FW",Manchester City,Premier League,28,1994,28.6,97,62,68,92,100,98,97,91,95,80,86,30,98,98,98,99,98,97,88,93,98,99
2423,2423,Caio Henrique Oliveira Silva (Monaco),BRA,DF,Monaco,Ligue 1,26,1997,6.9,46,39,48,49,65,56,46,44,47,71,45,50,51,52,50,56,60,76,47,35,45,69
2424,2424,Fábio Silva (Wolves),POR,FW,Wolves,Premier League,21,2002,2.9,22,21,23,27,34,45,22,42,30,10,50,86,21,24,24,32,36,36,49,40,21,42
2425,2425,Rui Silva (Betis),POR,GK,Betis,La Liga,29,1994,27.5,69,98,96,10,0,0,69,16,21,93,0,0,67,67,69,0,0,0,0,0,54,15
2426,2426,Thiago Silva (Chelsea),BRA,DF,Chelsea,Premier League,38,1984,28.1,99,96,98,97,44,63,99,31,30,54,0,0,99,95,96,23,51,0,36,21,99,30
2427,2427,Marco Silvestri (Udinese),ITA,GK,Udinese,Serie A,32,1991,17,44,96,84,0,0,0,44,0,0,0,0,0,42,40,49,0,0,0,0,0,34,0
2428,2428,Mohamed Simakan (RB Leipzig),FRA,DF,RB Leipzig,Bundesliga,23,2000,23.8,93,89,89,94,70,86,93,65,70,69,60,33,93,88,89,78,71,79,74,58,93,77
2429,2429,Giovanni Simeone (Napoli),ARG,FW,Napoli,Serie A,28,1995,8.9,35,29,21,38,59,84,35,46,47,54,50,61,34,34,28,46,47,64,72,68,38,77
2430,2430,Giuliano Simeone (Alavés),ARG,FW,Alavés,La Liga,20,2002,7,32,24,31,32,56,67,31,65,62,35,71,76,30,34,39,69,44,68,56,58,31,66
2431,2431,Jan-Carlo Simic (Milan),SRB,DF,Milan,Serie A,18,2005,1.6,17,33,27,24,15,21,17,23,21,54,0,0,17,18,20,0,0,0,0,0,18,0
2432,2432,Moses Simon (Nantes),NGA,"FW,MF",Nantes,Ligue 1,28,1995,19.9,55,27,33,49,89,96,55,96,97,67,95,46,68,90,91,100,94,99,96,94,63,98
2433,2433,Unai Simón (Athletic Club),ESP,GK,Athletic Club,La Liga,26,1997,35.4,80,98,99,13,0,0,80,0,0,0,0,0,77,77,81,0,0,0,0,0,63,0
2434,2434,Xavi Simons (RB Leipzig),NED,MF,RB Leipzig,Bundesliga,20,2003,29.5,92,34,61,90,99,95,92,100,100,66,98,30,95,98,98,100,100,97,98,98,95,98
2435,2435,Wilfried Singo (Monaco),CIV,DF,Monaco,Ligue 1,22,2000,24.3,91,87,88,93,64,67,91,83,92,88,63,15,96,96,94,81,92,58,62,52,90,57
2436,2436,Luis Sinisterra (Bournemouth),COL,"FW,MF",Bournemouth,Premier League,24,1999,7.8,41,36,37,39,72,92,41,87,92,76,82,34,43,55,60,88,68,97,71,60,44,80
2437,2437,Daley Sinkgraven (Las Palmas),NED,DF,Las Palmas,La Liga,28,1995,4.3,36,43,45,44,35,16,36,27,0,0,40,95,34,29,29,27,32,0,24,28,35,35
2438,2438,Jailson Siqueira (Celta Vigo),BRA,"DF,MF",Celta Vigo,La Liga,27,1995,10,50,67,67,59,35,32,50,46,51,77,45,39,53,54,64,56,54,36,42,58,50,35
2439,2439,Ayanda Sishuba (Lens),BEL,"MF,FW",Lens,Ligue 1,18,2005,0.7,13,0,10,14,30,43,13,52,58,80,45,23,15,21,23,37,29,73,39,28,15,38
2440,2440,Ibrahima Sissoko (Strasbourg),MLI,MF,Strasbourg,Ligue 1,25,1997,18.2,66,71,67,76,63,69,66,64,67,66,57,25,72,71,66,54,81,36,74,85,64,47
2441,2441,Moussa Sissoko (Nantes),FRA,MF,Nantes,Ligue 1,33,1989,20.2,60,66,59,69,67,56,60,65,64,46,68,61,68,70,71,74,76,36,69,55,60,71
2442,2442,Antonio Sivera (Alavés),ESP,GK,Alavés,La Liga,26,1996,34,75,98,97,21,0,0,75,0,0,0,0,0,64,72,80,0,0,0,24,0,50,0
2443,2443,Tim Skarke (Darmstadt 98),GER,"FW,DF",Darmstadt 98,Bundesliga,26,1996,26.7,74,57,63,71,91,89,74,92,91,43,93,71,73,77,76,91,85,92,93,85,76,97
2444,2444,Ellyes Skhiri (Eint Frankfurt),TUN,MF,Eint Frankfurt,Bundesliga,28,1995,24.1,87,79,82,92,66,70,87,58,70,88,50,21,80,70,63,44,65,36,76,87,86,55
2445,2445,Oliver Skipp (Tottenham),ENG,"MF,DF",Tottenham,Premier League,22,2000,7.9,42,40,45,52,49,47,42,27,30,83,23,25,40,33,34,40,32,36,42,48,44,53
2446,2446,Leo Skiri Østigård (Napoli),NOR,DF,Napoli,Serie A,23,1999,18.1,85,89,90,87,38,54,85,27,30,83,23,25,85,83,86,50,42,0,28,28,88,25
2447,2447,Łukasz Skorupski (Bologna),POL,GK,Bologna,Serie A,32,1991,32,72,98,97,12,0,0,72,0,0,0,0,0,71,68,77,0,0,0,0,0,63,0
2448,2448,Robert Skov (Hoffenheim),DEN,"DF,FW",Hoffenheim,Bundesliga,27,1996,14,64,63,61,67,81,80,64,72,62,18,73,55,61,59,60,72,67,87,74,48,63,82
2449,2449,Milan Škriniar (Paris S-G),SVK,DF,Paris S-G,Ligue 1,28,1995,18.1,94,91,92,97,32,29,94,27,30,83,0,0,99,96,95,32,51,0,34,21,97,15
2450,2450,Naatan Skyttä (Toulouse),FIN,"MF,FW",Toulouse,Ligue 1,21,2002,1.3,17,0,9,24,30,29,17,16,21,93,0,0,20,18,18,17,0,36,28,21,19,40
2451,2451,Chris Smalling (Roma),ENG,DF,Roma,Serie A,33,1989,4.3,32,52,50,38,22,32,32,23,0,0,23,61,33,34,37,17,29,0,20,21,33,21
2452,2452,Adam Smith (Bournemouth),ENG,DF,Bournemouth,Premier League,32,1991,23.9,77,81,80,76,77,43,77,56,43,12,60,75,64,60,56,68,71,58,53,52,65,55
2453,2453,Emile Smith Rowe (Arsenal),ENG,MF,Arsenal,Premier League,23,2000,3.9,31,10,22,35,54,56,31,40,37,39,40,46,32,33,37,46,44,36,34,40,34,47
2454,2454,Hrvoje Smolčić (Eint Frankfurt),CRO,DF,Eint Frankfurt,Bundesliga,22,2000,3.9,38,70,64,41,16,21,38,23,30,93,0,0,39,37,40,0,18,0,13,28,40,0
2455,2455,Cédric Soares (Arsenal),POR,DF,Arsenal,Premier League,31,1991,0.7,16,0,15,26,21,0,16,0,0,0,0,0,15,13,14,0,0,0,0,0,19,32
2456,2456,Danilo Soares (Bochum),BRA,DF,Bochum,Bundesliga,31,1991,3.9,29,45,39,36,35,16,29,40,51,92,0,0,25,24,22,27,18,0,34,28,24,35
2457,2457,Eduard Sobol (Strasbourg),UKR,DF,Strasbourg,Ligue 1,28,1995,0.3,8,10,6,14,15,0,8,0,0,0,0,0,8,12,14,23,29,0,0,0,7,0
2458,2458,Rubén Sobrino (Cádiz),ESP,"MF,FW",Cádiz,La Liga,31,1992,18.3,58,51,57,61,76,76,59,83,78,30,88,79,56,56,54,71,77,68,85,89,57,77
2459,2459,Andrea Sodero (Empoli),ITA,MF,Empoli,Serie A,18,2004,0.1,0,0,0,0,9,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,1,15
2460,2460,Emran Soglo (Marseille),ENG,"MF,DF",Marseille,Ligue 1,18,2005,1.2,15,19,18,22,23,27,15,23,21,54,23,61,16,16,13,17,24,36,24,21,13,35
2461,2461,Alex Sola (Alavés),ESP,"FW,MF",Alavés,La Liga,24,1999,14,51,37,49,48,79,82,51,94,96,74,90,32,48,59,63,82,74,86,79,76,49,85
2462,2462,Alex Sola (Real Sociedad),ESP,"DF,MF",Real Sociedad,La Liga,24,1999,0.3,9,15,10,15,14,0,9,0,0,0,0,0,9,10,10,17,18,0,0,21,8,0
2463,2463,Dominic Solanke (Bournemouth),ENG,FW,Bournemouth,Premier League,25,1997,36.9,71,71,49,68,94,100,71,97,95,26,99,80,70,78,66,88,74,95,100,100,74,96
2464,2464,Ola Solbakken (Roma),NOR,FW,Roma,Serie A,24,1998,0.3,4,0,6,5,15,0,4,23,21,54,0,0,5,10,8,17,0,0,0,0,5,27
2465,2465,Carlos Soler (Paris S-G),ESP,"MF,DF",Paris S-G,Ligue 1,26,1997,12.1,62,53,61,68,75,75,62,46,47,54,45,39,77,72,63,54,73,49,53,55,71,71
2466,2466,Jhon Solis (Girona),COL,MF,Girona,La Liga,18,2004,4.3,34,41,36,44,38,29,34,51,51,54,54,61,33,38,39,42,44,0,44,63,35,42
2467,2467,Manor Solomon (Tottenham),ISR,FW,Tottenham,Premier League,24,1999,2.2,22,10,18,21,45,58,22,58,64,76,57,43,25,30,34,58,44,81,31,28,24,65
2468,2468,Daniele Sommariva (Genoa),ITA,GK,Genoa,Serie A,26,1997,0.1,2,19,9,0,0,0,2,0,0,0,0,0,2,3,5,0,0,0,0,0,1,0
2469,2469,Yann Sommer (Inter),SUI,GK,Inter,Serie A,34,1988,34,79,99,98,8,0,0,79,0,0,0,0,0,82,69,76,0,0,0,0,0,80,0
2470,2470,Brandon Soppy (Torino),FRA,DF,Torino,Serie A,21,2002,2,21,21,24,27,31,24,21,37,37,54,23,11,19,22,23,42,29,49,20,21,19,25
2471,2471,David Soria (Getafe),ESP,GK,Getafe,La Liga,30,1993,37.9,82,99,99,12,0,0,82,0,0,0,0,0,73,78,87,0,18,36,28,0,52,0
2472,2472,Alberto Soro (Granada),ESP,MF,Granada,La Liga,24,1999,0.1,3,0,0,3,15,16,3,0,0,0,0,0,3,3,0,0,0,0,13,0,4,0
2473,2473,Alessandro Sorrentino (Monza),ITA,GK,Monza,Serie A,21,2002,6.1,28,89,63,5,0,0,28,16,21,93,0,0,26,25,29,0,0,0,0,0,25,0
2474,2474,Borna Sosa (Stuttgart),CRO,"FW,DF",Stuttgart,Bundesliga,25,1998,0.5,13,0,9,17,27,21,13,0,0,0,0,0,14,15,17,32,18,36,13,0,14,38
2475,2475,Hugo Sotelo (Celta Vigo),ESP,MF,Celta Vigo,La Liga,19,2003,8,52,33,44,64,64,36,52,54,62,82,50,32,56,50,49,56,60,49,47,66,59,42
2476,2476,Florian Sotoca (Lens),FRA,"MF,FW",Lens,Ligue 1,32,1990,28.9,91,64,59,90,98,97,91,82,84,64,77,37,96,95,87,90,98,83,90,92,94,99
2477,2477,Riccardo Sottil (Fiorentina),ITA,FW,Fiorentina,Serie A,24,1999,12.3,47,19,27,44,84,87,47,89,85,34,83,34,57,74,75,93,88,93,74,86,57,91
2478,2478,Tomáš Souček (West Ham),CZE,MF,West Ham,Premier League,28,1995,31.9,81,90,82,83,70,90,81,49,43,25,57,87,65,51,42,37,56,49,65,66,71,62
2479,2479,Matìas Soulé (Frosinone),ARG,"FW,MF",Frosinone,Serie A,20,2003,34.7,95,45,62,92,100,95,95,100,100,46,100,52,95,98,97,99,100,97,100,100,96,98
2480,2480,Boubakary Soumaré (Sevilla),FRA,MF,Sevilla,La Liga,24,1999,25.4,83,72,79,91,59,29,83,75,85,86,50,11,81,77,77,73,60,49,79,70,87,50
2481,2481,Issa Soumaré (Le Havre),SEN,"FW,MF",Le Havre,Ligue 1,22,2000,2.6,20,21,13,26,33,32,20,49,37,13,45,33,21,23,21,30,36,36,47,28,21,47
2482,2482,Vinicius Souza (Sheffield Utd),BRA,MF,Sheffield Utd,Premier League,24,1999,29.6,82,85,84,85,65,74,82,74,80,73,68,34,69,63,54,37,39,68,81,87,73,49
2483,2483,Djibril Sow (Sevilla),SUI,MF,Sevilla,La Liga,26,1997,16.2,61,49,57,72,66,72,61,42,47,80,33,16,62,61,59,69,64,0,69,35,65,65
2484,2484,Saidou Sow (Strasbourg),GUI,DF,Strasbourg,Ligue 1,21,2002,8,42,71,66,46,21,32,42,37,43,83,23,11,48,50,55,17,29,0,24,35,42,0
2485,2485,Çağlar Söyüncü (Atlético Madrid),TUR,DF,Atlético Madrid,La Liga,27,1996,1.3,20,24,32,26,14,16,20,16,21,93,0,0,21,21,21,23,24,36,0,28,20,0
2486,2486,Djed Spence (Genoa),ENG,DF,Genoa,Serie A,22,2000,9.5,43,55,56,45,53,49,43,69,67,43,63,32,39,42,43,58,60,64,49,75,39,57
2487,2487,Stijn Spierings (Toulouse),NED,MF,Toulouse,Ligue 1,27,1996,16.8,78,67,69,89,63,32,78,51,47,36,54,61,87,85,81,56,85,0,51,73,80,50
2488,2488,Stijn Spierings (Lens),NED,MF,Lens,Ligue 1,27,1996,1.3,16,10,18,24,22,16,16,0,0,0,0,0,18,17,16,0,18,0,0,21,17,27
2489,2489,Leonardo Spinazzola (Roma),ITA,DF,Roma,Serie A,30,1993,14.6,66,56,67,66,80,76,66,85,84,49,83,50,70,91,93,98,96,93,58,40,70,76
2490,2490,Marco Sportiello (Milan),ITA,GK,Milan,Serie A,31,1992,7,32,91,70,7,0,0,32,0,0,0,0,0,36,38,45,0,0,0,0,0,31,0
2491,2491,Anton Stach (Hoffenheim),GER,MF,Hoffenheim,Bundesliga,24,1998,25.8,90,81,80,93,84,66,90,91,89,36,92,61,86,89,88,87,90,64,86,70,85,65
2492,2492,Anton Stach (Mainz 05),GER,MF,Mainz 05,Bundesliga,24,1998,1.9,19,24,17,27,29,29,19,34,37,77,33,39,17,16,17,27,29,36,0,21,18,38
2493,2493,Jens Stage (Werder Bremen),DEN,MF,Werder Bremen,Bundesliga,26,1996,25.9,80,75,77,86,71,86,80,54,55,54,54,46,71,62,63,68,68,64,58,70,76,71
2494,2494,Benjamin Stambouli (Reims),FRA,MF,Reims,Ligue 1,32,1990,3.2,25,36,32,33,26,21,25,16,21,93,0,0,26,24,26,23,18,0,20,0,24,21
2495,2495,Josip Stanišić (Leverkusen),CRO,DF,Leverkusen,Bundesliga,23,2000,14,76,70,73,81,76,59,76,63,70,77,54,22,78,82,87,87,86,64,53,45,82,72
2496,2496,Carl Starfelt (Celta Vigo),SWE,DF,Celta Vigo,La Liga,28,1995,24.6,81,94,93,70,29,53,81,16,0,0,23,95,71,60,59,32,24,36,34,21,73,15
2497,2497,Niklas Stark (Werder Bremen),GER,DF,Werder Bremen,Bundesliga,28,1995,12.1,56,81,81,56,20,24,56,16,21,93,0,0,53,51,57,32,29,0,28,21,54,15
2498,2498,Jason Steele (Brighton),ENG,GK,Brighton,Premier League,32,1990,17,55,97,91,10,0,0,55,0,0,0,0,0,62,51,54,0,0,0,0,0,57,0
2499,2499,Pascal Stenzel (Stuttgart),GER,DF,Stuttgart,Bundesliga,27,1996,11.8,65,65,65,73,71,27,65,42,51,89,33,16,62,59,64,78,81,36,58,48,66,65
2500,2500,Leonidas Stergiou (Stuttgart),SUI,DF,Stuttgart,Bundesliga,21,2002,6.6,41,47,53,46,45,24,41,23,21,54,23,61,36,32,31,34,36,0,34,28,41,50
2501,2501,Raheem Sterling (Chelsea),ENG,"FW,MF",Chelsea,Premier League,28,1994,22,69,31,42,59,96,99,69,99,97,22,100,74,79,88,92,99,93,99,93,97,80,99
2502,2502,Trivante Stewart (Salernitana),JAM,"FW,MF",Salernitana,Serie A,23,2000,1.1,12,0,6,17,25,32,12,27,30,83,23,25,9,11,11,23,24,36,24,0,11,32
2503,2503,Angelo Stiller (Hoffenheim),GER,MF,Hoffenheim,Bundesliga,22,2001,0.9,14,15,14,20,22,0,14,0,0,0,0,0,13,13,11,23,0,0,13,0,14,25
2504,2504,Angelo Stiller (Stuttgart),GER,MF,Stuttgart,Bundesliga,22,2001,29.9,99,77,85,100,93,69,99,69,80,86,54,16,98,92,89,80,91,64,85,88,100,75
2505,2505,Kevin Stöger (Bochum),AUT,MF,Bochum,Bundesliga,29,1993,29.6,98,59,68,98,99,84,98,92,89,29,92,58,94,93,93,96,98,79,89,96,96,91
2506,2506,Filip Stojilković (Darmstadt 98),SUI,"FW,MF",Darmstadt 98,Bundesliga,23,2000,1.7,12,10,6,15,25,36,12,27,21,18,23,25,13,14,17,30,24,64,28,0,12,38
2507,2507,John Stones (Manchester City),ENG,"DF,MF",Manchester City,Premier League,29,1994,11.8,63,69,67,72,63,41,63,37,21,7,45,89,70,71,71,56,74,36,31,48,75,52
2508,2508,Thomas Strakosha (Brentford),ALB,GK,Brentford,Premier League,28,1995,1.5,17,72,40,3,0,0,17,0,0,0,0,0,15,14,16,0,0,0,0,0,14,0
2509,2509,Jørgen Strand Larsen (Celta Vigo),NOR,FW,Celta Vigo,La Liga,23,2000,31.8,68,46,39,71,90,99,68,94,92,31,95,74,71,61,54,77,74,95,100,98,78,96
2510,2510,Gabriel Strefezza (Lecce),BRA,FW,Lecce,Serie A,26,1997,12.4,47,36,37,50,75,59,47,79,76,39,77,46,52,58,58,78,86,64,71,86,50,78
2511,2511,Kevin Strootman (Genoa),NED,MF,Genoa,Serie A,33,1990,13.4,58,57,59,70,58,36,58,42,47,80,33,16,56,47,49,50,56,0,42,66,61,50
2512,2512,Cristhian Stuani (Girona),URU,FW,Girona,La Liga,36,1986,8.9,29,43,28,33,47,81,29,34,21,8,45,94,26,23,19,27,18,58,60,35,29,52
2513,2513,Álex Suárez (Las Palmas),ESP,DF,Las Palmas,La Liga,30,1993,28.5,93,88,91,95,55,52,93,57,67,87,33,10,89,79,79,48,60,0,58,63,92,44
2514,2514,Damián Suárez (Getafe),URU,DF,Getafe,La Liga,35,1988,14.4,58,53,62,65,64,45,58,64,62,39,66,58,47,44,47,62,51,64,63,48,48,66
